E.I.N.,DATE,TYPE,Casino,Administrator,Excused,Severity,Doc VS Infraction
Employee 561,2/1/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 561,2/9/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 561,2/13/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 561,2/15/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 561,3/1/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 561,3/7/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 561,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 568,8/13/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 568,10/18/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 568,11/28/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 568,11/30/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 568,12/19/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 568,1/2/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 568,1/8/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 568,1/10/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 568,2/8/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 568,2/22/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 568,3/10/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 569,9/19/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 569,9/29/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 569,11/19/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 569,11/29/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 569,12/26/2019,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 569,1/6/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 569,1/16/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 569,2/9/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 569,2/17/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 569,2/27/2020,Late Return from Break,Location 6,Supervisor 110,,Minor,Infraction
Employee 569,3/13/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,8/23/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,9/14/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,10/17/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,11/29/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,12/1/2019,Late Return from Break,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,12/2/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,12/5/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 570,12/12/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 570,12/20/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 570,12/26/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 570,12/30/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 570,1/4/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 570,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,9/7/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,10/14/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,11/30/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,1/16/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,2/8/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 571,2/15/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,2/27/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 571,2/29/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 571,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 572,8/17/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,8/20/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,8/23/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,9/3/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,9/4/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,10/3/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 572,11/2/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,11/14/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 572,12/1/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 572,12/3/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,12/10/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 572,12/21/2019,Early Out,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,2/17/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,3/1/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 572,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 573,8/29/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 573,10/5/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 573,12/2/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 573,1/18/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 573,2/1/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 573,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,8/31/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,9/4/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,9/19/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,11/17/2019,Early Out,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,11/20/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,11/30/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,12/6/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,12/10/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,12/25/2019,Holiday Absence,Location 6,Supervisor 110,Y,Major,Infraction
Employee 575,12/31/2019,Holiday Absence,Location 6,Supervisor 110,Y,Major,Infraction
Employee 575,1/16/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,1/17/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,2/5/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,2/6/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,2/7/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,2/28/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 575,2/29/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 575,3/12/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,8/22/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,8/27/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,8/28/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,10/9/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,12/4/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,12/11/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,12/14/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,12/21/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,12/23/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,12/28/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,1/2/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,1/12/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 589,1/24/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,1/27/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,2/1/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,2/7/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,2/11/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,2/15/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,2/18/2020,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 589,2/22/2020,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,2/26/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 589,2/27/2020,NCNS,Location 6,Supervisor 110,,Major,Infraction
Employee 589,2/29/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 589,3/6/2020,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 589,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,9/7/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 591,10/5/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 591,10/12/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,10/13/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,11/16/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 591,12/8/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,1/10/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,1/22/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,1/29/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 591,2/5/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 591,2/22/2020,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 591,3/3/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 591,3/6/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 591,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 592,9/10/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 592,11/1/2019,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 592,11/16/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 592,12/7/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 592,12/19/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 592,2/1/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 592,2/3/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 592,2/23/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 592,2/28/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 592,3/6/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 592,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,9/20/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,11/9/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,1/24/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,2/9/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,2/24/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,2/29/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,3/7/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 594,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,8/28/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,9/25/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,9/28/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,10/13/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,10/24/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,11/20/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,11/21/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,11/27/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,11/29/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,12/6/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,12/13/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,12/18/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,12/25/2019,Holiday Absence,Location 6,Supervisor 110,,Major,Infraction
Employee 596,1/3/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,1/6/2020,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,1/11/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,1/16/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,2/7/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,2/13/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,2/14/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,2/20/2020,Late Return from Break,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,2/27/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 596,3/5/2020,Early Out,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,3/12/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 596,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,9/13/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,11/3/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,11/9/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,11/13/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/4/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,12/5/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,12/6/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,12/7/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,12/13/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 597,12/14/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/21/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/22/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/25/2019,Holiday Absence,Location 6,Supervisor 110,,Major,Infraction
Employee 597,12/26/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/27/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/28/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,12/29/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,1/18/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,1/22/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,2/8/2020,Late Return from Break,Location 6,Supervisor 110,,Minor,Infraction
Employee 597,2/27/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 599,12/13/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 599,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,9/7/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,10/5/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,10/26/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,11/2/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,11/7/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,12/8/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,1/4/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,2/5/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 600,3/7/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 600,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 603,9/24/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 603,2/9/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 603,2/27/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 603,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 605,9/28/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 605,11/3/2019,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 605,12/18/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 605,1/16/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 605,1/24/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 605,2/3/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 605,2/5/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 605,2/17/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 605,2/27/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 606,10/27/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 606,12/15/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 606,12/16/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 606,12/29/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 606,2/7/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 606,3/1/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 606,3/13/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 607,9/11/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 607,10/3/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 607,10/28/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 607,12/18/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 607,1/13/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 607,1/25/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 607,2/22/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 607,3/11/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 607,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,10/12/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,11/17/2019,Notice Failure,Location 6,Supervisor 110,,Standard,Infraction
Employee 627,12/9/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 627,1/5/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,1/8/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 627,1/22/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 627,1/27/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 627,1/29/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,1/30/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,2/2/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,2/6/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,2/16/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 627,3/12/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 627,3/13/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 628,10/8/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 628,12/21/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 628,12/27/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 628,12/28/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 628,2/13/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 628,2/14/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 629,11/1/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 629,11/11/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 629,11/22/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 629,11/24/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 629,12/18/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 629,12/29/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 629,12/30/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 629,1/2/2020,Late Return from Lunch,Location 6,Supervisor 110,,Minor,Infraction
Employee 629,2/3/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 629,2/5/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 629,2/24/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 630,1/23/2020,Late Return from Lunch,Location 6,Supervisor 110,,Minor,Infraction
Employee 630,3/11/2020,Late Return from Lunch,Location 6,Supervisor 110,,Minor,Infraction
Employee 630,3/14/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,10/31/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,11/1/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,11/19/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 633,11/19/2019,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,11/24/2019,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,11/27/2019,Early Out,Location 6,Supervisor 110,,Minor,Infraction
Employee 633,12/3/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 633,12/3/2019,Late Return from Lunch,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,12/4/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 633,12/10/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,12/25/2019,Holiday Absence,Location 6,Supervisor 110,Y,Major,Infraction
Employee 633,2/1/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,2/2/2020,Holiday Absence,Location 6,Supervisor 110,Y,Major,Infraction
Employee 633,2/4/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,2/22/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,3/1/2020,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 633,3/2/2020,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 633,3/5/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 633,3/14/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,9/27/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,10/1/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,10/31/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 634,11/2/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,11/11/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 634,11/29/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,12/3/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,12/27/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,1/22/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 634,1/24/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,1/26/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 634,1/27/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,2/2/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 634,2/11/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 634,3/13/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,11/16/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 635,11/19/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,12/18/2019,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,12/22/2019,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 635,1/5/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,1/18/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,1/29/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 635,2/4/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 635,2/23/2020,Absence,Location 6,Supervisor 110,,Minor,Infraction
Employee 635,3/9/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,3/10/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 635,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,10/15/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,10/25/2019,Notice Failure,Location 6,Supervisor 110,Y,Standard,Infraction
Employee 638,11/19/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,11/21/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,12/18/2019,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,1/5/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,1/25/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,2/1/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,2/14/2020,Tardy,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,2/21/2020,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 638,3/8/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 638,3/14/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,11/14/2019,Tardy,Location 6,Supervisor 110,,Minor,Infraction
Employee 639,12/7/2019,Early Out,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,1/4/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,1/7/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,1/8/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
Employee 639,1/9/2020,Absence,Location 6,Supervisor 110,Y,Minor,Infraction
